Phi_1,Phi_2,DPhi_1,DPhi_2,DDPhi_1,t,wire_dist,overlap
1.8361562421386735,0.38538336986067073,-1.3314419079705653,0.7003197405788187,25.56650027091689,1.05,0.6934592493711712,
1.8354895430516083,0.38573672428380273,-1.3353536574748033,0.7130954224552098,25.53614639644661,1.0505,0.6922449161305569,
1.834820889264701,0.3860964627468992,-1.3392607059638615,0.7258558869752626,25.50563098365103,1.051,0.691029378381836,
1.8341502831305205,0.38646257762110137,-1.3431630451930396,0.7386010534388636,25.474954307724943,1.0515,0.6898126542064869,
1.8334777270057592,0.3868350612372342,-1.347060666913429,0.7513308412829904,25.444116641918868,1.052,0.6885947617255161,
1.832803223251234,0.38721390588587573,-1.3509535628718952,0.7640451700807797,25.413118257560768,1.0525,0.6873757191000814,
1.8321267742318905,0.3875991038174244,-1.3548417248110416,0.7767439595405484,25.381959424080378,1.053,0.686155544532122,
1.8314483823168033,0.3879906472421664,-1.3587251444691852,0.7894271295048628,25.350640409034895,1.0535,0.6849342562649783,
1.8307680498791792,0.3883885283303421,-1.3626038135803222,0.8020945999495862,25.31916147813274,1.054,0.6837118725840214,
1.8300857792963594,0.3887927392122133,-1.3664777238741097,0.8147462909829928,25.287522895257553,1.0545,0.6824884118172754,
1.8294015729498205,0.38920327197812904,-1.3703468670758336,0.827382122844841,25.255724922494778,1.055,0.6812638923360383,
1.8287154332251783,0.38962011867859075,-1.3742112349063864,0.8400020159054903,25.223767820153398,1.0555,0.6800383325555053,
1.8280273625121894,0.39004327132431715,-1.3780708190822348,0.8526058906649974,25.191651846793434,1.056,0.6788117509353934,
1.8273373632047532,0.39047272188630966,-1.3819256113154046,0.8651936677522809,25.15937725924789,1.0565,0.6775841659805559,
1.8266454377009136,0.3909084622959162,-1.3857756033134507,0.8777652679242425,25.12694431265072,1.057,0.676355596241605,
1.8259515884028619,0.3913504844448949,-1.3896207867794368,0.8903206120649343,25.094353260458206,1.0575,0.6751260603155274,
1.8252558177169396,0.39179878018547715,-1.3934611534119061,0.9028596211847036,25.061604354476685,1.058,0.6738955768463045,
1.8245581280536398,0.3922533413304314,-1.3972966949048684,0.9153822164194082,25.028697844884732,1.0585,0.6726641645255262,
1.8238585218276093,0.39271415965312506,-1.4011274029477725,0.9278883190295857,24.99563398025998,1.059,0.6714318420930027,
1.8231570014576521,0.39318122688758705,-1.4049532692254896,0.940377850399671,24.962413007603686,1.0595,0.670198628337382,
1.8224535693667308,0.3936545347285689,-1.4087742854182834,0.9528507320371923,24.92903517236448,1.06,0.6689645420967568,
1.8217482279819688,0.39413407483160656,-1.4125904432018037,0.9653068855720327,24.895500718464405,1.0605,0.667729602259278,
1.8210409797346523,0.39461983881308166,-1.416401734247058,0.977746232755654,24.86180988832382,1.061,0.6664938277637574,
1.820331827060233,0.3951118182502819,-1.420208150220399,0.9901686954603592,24.827962922885035,1.0615,0.6652572376002779,
1.8196207723983329,0.39561000468146046,-1.4240096827834978,1.002574195678542,24.79396006164029,1.062,0.6640198508108011,
1.8189078181927416,0.39611438960589734,-1.427806323593338,1.0149626555219968,24.759801542652212,1.0625,0.6627816864897627,
1.818192966891423,0.3966249644839579,-1.4315980643021917,1.0273339972211915,24.725487602582803,1.063,0.6615427637846785,
1.8174762209465147,0.39714172073715226,-1.4353848965576084,1.0396881431245824,24.691018476716863,1.0635000000000001,0.6603031018967398,
1.8167575828143332,0.39766464974819365,-1.4391668120023908,1.052025015697911,24.65639439898564,1.064,0.6590627200814144,
1.8160370549553744,0.3981937428610582,-1.4429438022745928,1.0643445375235652,24.621615601994336,1.0645,0.6578216376490386,
1.8153146398343154,0.39872899138104173,-1.446715859007497,1.0766466312999026,24.586682317046098,1.065,0.6564839079980738,
1.8145903399200185,0.3992703865748185,-1.450482973829605,1.088931219840614,24.55159477416555,1.0655000000000001,0.6551266706642392,
